* chtb_0001 xinhua/00/chtb_0001 XIN.19960210.0178
* chtb_0002 xinhua/00/chtb_0002 XIN.19960211.0308
* chtb_0003 xinhua/00/chtb_0003 XIN.19960212.0364
* chtb_0004 xinhua/00/chtb_0004 XIN.19960213.0455
* chtb_0005 xinhua/00/chtb_0005 XIN.19960202.0057
* chtb_0006 xinhua/00/chtb_0006 XIN.19960213.0457
* chtb_0007 xinhua/00/chtb_0007 XIN.19960213.0490
* chtb_0008 xinhua/00/chtb_0008 XIN.19960214.0546
* chtb_0009 xinhua/00/chtb_0009 XIN.19960215.0596
* chtb_0010 xinhua/00/chtb_0010 XIN.19960216.0842
* chtb_0011 xinhua/00/chtb_0011 XIN.19960220.0116
* chtb_0012 xinhua/00/chtb_0012 XIN.19960223.0259
* chtb_0013 xinhua/00/chtb_0013 XIN.19960224.0282
* chtb_0014 xinhua/00/chtb_0014 XIN.19960227.0504
* chtb_0015 xinhua/00/chtb_0015 XIN.19960228.0729
* chtb_0016 xinhua/00/chtb_0016 XIN.19960229.0116
* chtb_0017 xinhua/00/chtb_0017 XIN.19960229.0119
* chtb_0018 xinhua/00/chtb_0018 XIN.19960203.0220
* chtb_0019 xinhua/00/chtb_0019 XIN.19960206.0445
* chtb_0020 xinhua/00/chtb_0020 XIN.19960207.0453
* chtb_0021 xinhua/00/chtb_0021 XIN.19960308.0989
* chtb_0022 xinhua/00/chtb_0022 XIN.19960310.0068
* chtb_0023 xinhua/00/chtb_0023 XIN.19960310.0172
* chtb_0024 xinhua/00/chtb_0024 XIN.19960302.0205
* chtb_0025 xinhua/00/chtb_0025 XIN.19960313.0494
* chtb_0026 xinhua/00/chtb_0026 XIN.19960315.0636
* chtb_0027 xinhua/00/chtb_0027 XIN.19960317.0812
* chtb_0028 xinhua/00/chtb_0028 XIN.19960319.0953
* chtb_0029 xinhua/00/chtb_0029 XIN.19960319.0077
* chtb_0030 xinhua/00/chtb_0030 XIN.19960323.0322
* chtb_0031 xinhua/00/chtb_0031 XIN.19960329.0865
* chtb_0032 xinhua/00/chtb_0032 XIN.19960303.0336
* chtb_0033 xinhua/00/chtb_0033 XIN.19960304.0416
* chtb_0034 xinhua/00/chtb_0034 XIN.19960304.0452
* chtb_0035 xinhua/00/chtb_0035 XIN.19960406.1294
* chtb_0036 xinhua/00/chtb_0036 XIN.19960413.0224
* chtb_0037 xinhua/00/chtb_0037 XIN.19960415.0527
* chtb_0038 xinhua/00/chtb_0038 XIN.19960418.0869
* chtb_0039 xinhua/00/chtb_0039 XIN.19960421.0210
* chtb_0040 xinhua/00/chtb_0040 XIN.19960405.1267
! chtb_0041 xinhua/00/chtb_0041 XIN.19971204.0043
! chtb_0042 xinhua/00/chtb_0042 XIN.19971207.0056
! chtb_0043 xinhua/00/chtb_0043 XIN.19971209.0055
! chtb_0044 xinhua/00/chtb_0044 XIN.19971201.0076
! chtb_0045 xinhua/00/chtb_0045 XIN.19971211.0067
! chtb_0046 xinhua/00/chtb_0046 XIN.19971214.0050
! chtb_0047 xinhua/00/chtb_0047 XIN.19971215.0104
! chtb_0048 xinhua/00/chtb_0048 XIN.19971215.0105
! chtb_0049 xinhua/00/chtb_0049 XIN.19971216.0045
! chtb_0050 xinhua/00/chtb_0050 XIN.19971216.0055
! chtb_0051 xinhua/00/chtb_0051 XIN.19971216.0047
! chtb_0052 xinhua/00/chtb_0052 XIN.19971217.0010
! chtb_0053 xinhua/00/chtb_0053 XIN.19971217.0013
! chtb_0054 xinhua/00/chtb_0054 XIN.19971217.0074
! chtb_0055 xinhua/00/chtb_0055 XIN.19971217.0078
! chtb_0056 xinhua/00/chtb_0056 XIN.19971217.0057
! chtb_0057 xinhua/00/chtb_0057 XIN.19971218.0040
! chtb_0058 xinhua/00/chtb_0058 XIN.19971218.0048
! chtb_0059 xinhua/00/chtb_0059 XIN.19971220.0037
! chtb_0060 xinhua/00/chtb_0060 XIN.19971220.0054
! chtb_0061 xinhua/00/chtb_0061 XIN.19971220.0062
! chtb_0062 xinhua/00/chtb_0062 XIN.19971221.0032
! chtb_0063 xinhua/00/chtb_0063 XIN.19971202.0062
! chtb_0064 xinhua/00/chtb_0064 XIN.19971221.0035
! chtb_0065 xinhua/00/chtb_0065 XIN.19971221.0069
! chtb_0066 xinhua/00/chtb_0066 XIN.19971221.0070
! chtb_0067 xinhua/00/chtb_0067 XIN.19971222.0012
! chtb_0068 xinhua/00/chtb_0068 XIN.19971222.0040
! chtb_0069 xinhua/00/chtb_0069 XIN.19971222.0044
! chtb_0070 xinhua/00/chtb_0070 XIN.19971222.0057
! chtb_0071 xinhua/00/chtb_0071 XIN.19971222.0072
! chtb_0072 xinhua/00/chtb_0072 XIN.19971222.0078
! chtb_0073 xinhua/00/chtb_0073 XIN.19971222.0082
! chtb_0074 xinhua/00/chtb_0074 XIN.19971202.0084
! chtb_0075 xinhua/00/chtb_0075 XIN.19971225.0027
! chtb_0076 xinhua/00/chtb_0076 XIN.19971225.0035
! chtb_0077 xinhua/00/chtb_0077 XIN.19971225.0039
! chtb_0078 xinhua/00/chtb_0078 XIN.19971225.0090
! chtb_0079 xinhua/00/chtb_0079 XIN.19971226.0047
! chtb_0080 xinhua/00/chtb_0080 XIN.19971226.0067
chtb_0081 xinhua/00/chtb_0081 XIN.19971226.0076
chtb_0835 ---ontonote-file-name--- XIN19981231.0047
chtb_0836 ---ontonote-file-name--- XIN19981231.0055
chtb_0837 ---ontonote-file-name--- XIN19981231.0056
chtb_0838 ---ontonote-file-name--- XIN19981231.0057
chtb_0839 ---ontonote-file-name--- XIN19981231.0058
chtb_0840 ---ontonote-file-name--- XIN19981231.0059
chtb_0841 ---ontonote-file-name--- XIN19981231.0061
chtb_0842 ---ontonote-file-name--- XIN19981231.0066
chtb_0843 ---ontonote-file-name--- XIN19981231.0070
chtb_0844 ---ontonote-file-name--- XIN19981231.0071
chtb_0845 ---ontonote-file-name--- XIN19981231.0072
chtb_0846 ---ontonote-file-name--- XIN19981231.0073
chtb_0847 ---ontonote-file-name--- XIN19981231.0074
chtb_0848 ---ontonote-file-name--- XIN19981231.0075
chtb_0849 ---ontonote-file-name--- XIN19981231.0080
chtb_0850 ---ontonote-file-name--- XIN19981231.0085
chtb_0851 ---ontonote-file-name--- XIN19981231.0087
chtb_0852 ---ontonote-file-name--- XIN19981231.0095
chtb_0853 ---ontonote-file-name--- XIN19981231.0096
chtb_0854 ---ontonote-file-name--- XIN19981231.0097
chtb_0855 ---ontonote-file-name--- XIN19981231.0098
chtb_0856 ---ontonote-file-name--- XIN19981231.0099
chtb_0857 ---ontonote-file-name--- XIN19981231.0100
chtb_0858 ---ontonote-file-name--- XIN19981231.0101
chtb_0859 ---ontonote-file-name--- XIN19981231.0103
chtb_0860 ---ontonote-file-name--- XIN19981231.0109
chtb_0861 ---ontonote-file-name--- XIN19981231.0111
chtb_0862 ---ontonote-file-name--- XIN19981231.0112
chtb_0863 ---ontonote-file-name--- XIN19981231.0113
chtb_0864 ---ontonote-file-name--- XIN19981231.0114
chtb_0865 ---ontonote-file-name--- XIN19981231.0115
chtb_0866 ---ontonote-file-name--- XIN19981231.0116
chtb_0867 ---ontonote-file-name--- xin-1197.30
chtb_0868 ---ontonote-file-name--- xin-1197.32
chtb_0869 ---ontonote-file-name--- xin-1197.33
chtb_0870 ---ontonote-file-name--- xin-1197.34
chtb_0871 ---ontonote-file-name--- xin-1197.35
chtb_0872 ---ontonote-file-name--- xin-1197.36
chtb_0873 ---ontonote-file-name--- xin-1197.37
chtb_0874 ---ontonote-file-name--- xin-1197.38
chtb_0875 ---ontonote-file-name--- xin-1197.39
chtb_0876 ---ontonote-file-name--- xin-1197.40
chtb_0877 ---ontonote-file-name--- xin-1197.41
chtb_0878 ---ontonote-file-name--- xin-1197.43
chtb_0879 ---ontonote-file-name--- xin-1197.44
chtb_0880 ---ontonote-file-name--- xin-1197.45
chtb_0881 ---ontonote-file-name--- xin-1197.46
chtb_0882 ---ontonote-file-name--- xin-1197.47
chtb_0883 ---ontonote-file-name--- xin-1197.49
chtb_0884 ---ontonote-file-name--- XIN19981227.0070
chtb_0885 ---ontonote-file-name--- XIN19981228.0077
chtb_0900 ---ontonote-file-name--- 9705_xinhua.18
* chtb_0901 ---ontonote-file-name--- 9705_xinhua.19
* chtb_0902 ---ontonote-file-name--- 9705_xinhua.28
* chtb_0903 ---ontonote-file-name--- 9705_xinhua.30
* chtb_0904 ---ontonote-file-name--- 9705_xinhua.33
* chtb_0905 ---ontonote-file-name--- XIN19981227.0030
* chtb_0906 ---ontonote-file-name--- XIN19981227.0066
* chtb_0907 ---ontonote-file-name--- XIN19981227.0073
* chtb_0908 ---ontonote-file-name--- XIN19981228.0019
* chtb_0909 ---ontonote-file-name--- XIN19981228.0020
* chtb_0910 ---ontonote-file-name--- XIN19981228.0030
* chtb_0911 ---ontonote-file-name--- XIN19981228.0034
* chtb_0912 ---ontonote-file-name--- XIN19981228.0113
* chtb_0913 ---ontonote-file-name--- XIN19981228.0114
* chtb_0914 ---ontonote-file-name--- XIN19981228.0122
* chtb_0915 ---ontonote-file-name--- XIN19981229.0033
* chtb_0916 ---ontonote-file-name--- XIN19981229.0040
* chtb_0917 ---ontonote-file-name--- XIN19981229.0050
* chtb_0918 ---ontonote-file-name--- XIN19981229.0070
* chtb_0919 ---ontonote-file-name--- XIN19981229.0072
* chtb_0920 ---ontonote-file-name--- XIN19981229.0075
* chtb_0921 ---ontonote-file-name--- XIN19981229.0077
* chtb_0922 ---ontonote-file-name--- XIN19981229.0151
* chtb_0923 ---ontonote-file-name--- XIN19981230.0015
* chtb_0924 ---ontonote-file-name--- XIN19981230.0085
* chtb_0925 ---ontonote-file-name--- XIN19981230.0122
* chtb_0926 ---ontonote-file-name--- XIN19981230.0123
* chtb_0927 ---ontonote-file-name--- XIN19981231.0060
* chtb_0928 ---ontonote-file-name--- XIN19981231.0063
* chtb_0929 ---ontonote-file-name--- XIN19981231.0069
* chtb_0930 ---ontonote-file-name--- XIN19981231.0076
* chtb_0931 ---ontonote-file-name--- XIN19981231.0106
chtb_1001 sinorama/10/chtb_1001 200001003 200018901006C.1
chtb_1002 sinorama/10/chtb_1002 200001008 200018901026C.1
chtb_1003 sinorama/10/chtb_1003 200001010 200018901030C.1
chtb_1004 sinorama/10/chtb_1004 200001011 200018901040C.1
chtb_1005 sinorama/10/chtb_1005 200001015 200018901052C.1
chtb_1006 sinorama/10/chtb_1006 200001019 200018901086C.1
chtb_1007 sinorama/10/chtb_1007 200002003 200028902006C.1
chtb_1008 sinorama/10/chtb_1008 200002012 200028902077C.1
chtb_1009 sinorama/10/chtb_1009 200002013 200028902080C.1
chtb_1010 sinorama/10/chtb_1010 200002014 200028902090C.1
chtb_1011 sinorama/10/chtb_1011 200002015 200028902096C.1
chtb_1012 sinorama/10/chtb_1012 200002017 200028902108C.1
chtb_1013 sinorama/10/chtb_1013 200003003 200038903006C.1
chtb_1014 sinorama/10/chtb_1014 200003009 200038903026C.1
chtb_1015 sinorama/10/chtb_1015 200003015 200038903078C.1
chtb_1016 sinorama/10/chtb_1016 200003016 200038903080C.1
chtb_1017 sinorama/10/chtb_1017 200003019 200038903100C.1
* chtb_1018 sinorama/10/chtb_1018 200004003 200048904006C.1
chtb_1019 sinorama/10/chtb_1019 200004006 200048904026C.1
* chtb_1020 sinorama/10/chtb_1020 200004015 200048904051C.1
chtb_1021 sinorama/10/chtb_1021 200004023 200048904098C.1
chtb_1022 sinorama/10/chtb_1022 200005008 200058905030C.1
chtb_1023 sinorama/10/chtb_1023 200005014 200058905076C.1
chtb_1024 sinorama/10/chtb_1024 200006008 200068906036C.1
chtb_1025 sinorama/10/chtb_1025 200006018 200068906075C.1
chtb_1026 sinorama/10/chtb_1026 200006019 200068906078C.1
chtb_1027 sinorama/10/chtb_1027 200006023 200068906110C.1
chtb_1028 sinorama/10/chtb_1028 200007006 200078907032C.1
chtb_1029 sinorama/10/chtb_1029 200009008 200098909034C.1
chtb_1030 sinorama/10/chtb_1030 200009011 200098909073C.1
chtb_1031 sinorama/10/chtb_1031 200010003 2000108910008C.1
chtb_1032 sinorama/10/chtb_1032 200010006 2000108910028C.1
chtb_1033 sinorama/10/chtb_1033 200010013 2000108910076C.1
chtb_1034 sinorama/10/chtb_1034 200010014 2000108910078C.1
chtb_1035 sinorama/10/chtb_1035 200010015 2000108910080C.1
* chtb_1036 sinorama/10/chtb_1036 200011003 2000118911006C.1
chtb_1037 sinorama/10/chtb_1037 200011017 2000118911092C.1
chtb_1038 sinorama/10/chtb_1038 200011020 2000118911103C.1
chtb_1039 sinorama/10/chtb_1039 200012011 2000128912063C.1
chtb_1040 sinorama/10/chtb_1040 200012013 2000128912068C.1
chtb_1041 sinorama/10/chtb_1041 200012016 2000128912081C.1
chtb_1042 sinorama/10/chtb_1042 2001019001006 200119001006C.1
chtb_1043 sinorama/10/chtb_1043 2001019001040 200119001040C.1
* chtb_1044 sinorama/10/chtb_1044 2001019001064 200119001064C.1
chtb_1045 sinorama/10/chtb_1045 2001019001066 200119001066C.1
chtb_1046 sinorama/10/chtb_1046 2001019001067 200119001067C.1
chtb_1047 sinorama/10/chtb_1047 2001019001069 200119001069C.1
chtb_1048 sinorama/10/chtb_1048 2001019001072 200119001072C.1
chtb_1049 sinorama/10/chtb_1049 2001019001094 200119001094C.1
chtb_1050 sinorama/10/chtb_1050 2001019001098 200119001098C.1
chtb_1051 sinorama/10/chtb_1051 2001019001102 200119001102C.1
chtb_1052 sinorama/10/chtb_1052 2001019001106 200119001106C.1
chtb_1053 sinorama/10/chtb_1053 2001029002021 200129002021C.1
chtb_1054 sinorama/10/chtb_1054 2001029002024 200129002024C.1
chtb_1055 sinorama/10/chtb_1055 2001029002029 200129002029C.1
chtb_1056 sinorama/10/chtb_1056 2001029002036 200129002036C.1
chtb_1057 sinorama/10/chtb_1057 2001029002038 200129002038C.1
chtb_1058 sinorama/10/chtb_1058 2001029002042 200129002042C.1
chtb_1059 sinorama/10/chtb_1059 2001029002044 200129002044C.1
* chtb_1060 sinorama/10/chtb_1060 2001029002061 200129002061C.1
* chtb_1061 sinorama/10/chtb_1061 2001029002064 200129002064C.1
chtb_1062 sinorama/10/chtb_1062 2001029002066 200129002066C.1
chtb_1063 sinorama/10/chtb_1063 2001029002068 200129002068C.1
chtb_1064 sinorama/10/chtb_1064 2001029002076 200129002076C.1
chtb_1065 sinorama/10/chtb_1065 2001029002087 200129002087C.1
chtb_1066 sinorama/10/chtb_1066 2001029002088 200129002088C.1
chtb_1067 sinorama/10/chtb_1067 2001029002104 200129002104C.1
chtb_1068 sinorama/10/chtb_1068 2001039003006 200139003006C.1
chtb_1069 sinorama/10/chtb_1069 2001039003018 200139003018C.1
chtb_1070 sinorama/10/chtb_1070 2001039003030 200139003030C.1
chtb_1071 sinorama/10/chtb_1071 2001039003044 200139003044C.1
* chtb_1072 sinorama/10/chtb_1072 2001039003061 200139003061C.1
chtb_1073 sinorama/10/chtb_1073 2001039003063 200139003063C.1
chtb_1074 sinorama/10/chtb_1074 2001039003066 200139003066C.1
chtb_1075 sinorama/10/chtb_1075 2001039003068 200139003068C.1
chtb_1076 sinorama/10/chtb_1076 2001039003086 200139003086C.1
chtb_1077 sinorama/10/chtb_1077 2001039003090 200139003090C.1
chtb_1078 sinorama/10/chtb_1078 2001039003100 200139003100C.1
chtb_1100 ---ontonote-file-name--- 199910004 1999108810021C.1
chtb_1101 ---ontonote-file-name--- 199910009 1999108810038C.1
chtb_1102 ---ontonote-file-name--- 199910013 1999108810059C.1
chtb_1103 ---ontonote-file-name--- 199910017 1999108810090C.1
chtb_1104 ---ontonote-file-name--- 199910017 1999108810090C.2
chtb_1105 ---ontonote-file-name--- 199910017 1999108810090C.3
chtb_1106 ---ontonote-file-name--- 199910017 1999108810090C.4
chtb_1107 ---ontonote-file-name--- 199910017 1999108810090C.5
chtb_1108 ---ontonote-file-name--- 199910017 1999108810090C.6
chtb_1109 ---ontonote-file-name--- 199910017 1999108810090C.7
chtb_1110 ---ontonote-file-name--- 199910017 1999108810090C.8
chtb_1111 ---ontonote-file-name--- 199910017 1999108810090C.9
chtb_1112 ---ontonote-file-name--- 199910018 1999108810100C.1
chtb_1113 ---ontonote-file-name--- 199910019 1999108810108C.1
chtb_1114 ---ontonote-file-name--- 199910020 1999108810116C.1
chtb_1115 ---ontonote-file-name--- 199911008 1999118811048C.1
chtb_1116 ---ontonote-file-name--- 199911015 1999118811096C.1
chtb_1117 ---ontonote-file-name--- 199911016 1999118811102C.1
* chtb_1118 ---ontonote-file-name--- 199912004 1999128812008C.1
* chtb_1119 ---ontonote-file-name--- 199912010 1999128812028C.1
! chtb_1120 ---ontonote-file-name--- 199912016 1999128812048C.1
! chtb_1121 ---ontonote-file-name--- 199912017 1999128812052C.1
! chtb_1122 ---ontonote-file-name--- 199912018 1999128812056C.1
! chtb_1123 ---ontonote-file-name--- 199912021 1999128812084C.1
! chtb_1124 ---ontonote-file-name--- 199912022 1999128812087C.1
! chtb_1125 ---ontonote-file-name--- 199901004 199918801018C.1
! chtb_1126 ---ontonote-file-name--- 199901006 199918801028C.1
! chtb_1127 ---ontonote-file-name--- 199901008 199918801044C.1
! chtb_1128 ---ontonote-file-name--- 199901019 199918801108C.1
! chtb_1129 ---ontonote-file-name--- 199901020 199918801116C.1
chtb_1130 ---ontonote-file-name--- 199902004 199928802022C.1
chtb_1131 ---ontonote-file-name--- 199902015 199928802092C.1
* chtb_1132 ---ontonote-file-name--- 199903013 199938803098C.1
chtb_1133 ---ontonote-file-name--- 199903015 199938803116C.1
chtb_1134 ---ontonote-file-name--- 199904004 199948804018C.1
chtb_1135 ---ontonote-file-name--- 199904005 199948804020C.1
chtb_1136 ---ontonote-file-name--- 199904007 199948804034C.1
chtb_1137 ---ontonote-file-name--- 199904008 199948804046C.1
chtb_1138 ---ontonote-file-name--- 199904013 199948804075C.1
chtb_1139 ---ontonote-file-name--- 199904015 199948804088C.1
chtb_1140 ---ontonote-file-name--- 199904016 199948804094C.1
* chtb_1141 ---ontonote-file-name--- 199904018 199948804110C.1
* chtb_1142 ---ontonote-file-name--- 199905007 199958805042C.1
chtb_1143 ---ontonote-file-name--- 199905012 199958805055C.1
chtb_1144 ---ontonote-file-name--- 199905016 199958805090C.1
chtb_1145 ---ontonote-file-name--- 199905018 199958805104C.1
chtb_1146 ---ontonote-file-name--- 199907007 199978807025C.1
chtb_1147 ---ontonote-file-name--- 199907015 199978807076C.1
* chtb_1148 ---ontonote-file-name--- 199907020 199978807110C.1
chtb_1149 ---ontonote-file-name--- 199908004 199988808018C.1
chtb_1150 ---ontonote-file-name--- 199908007 199988808044C.1
chtb_1151 ---ontonote-file-name--- 199908013 199988808087C.1
chtb_2000 cbs/00/cbs_0001 CBS20001002.1000.1144
chtb_2001 cbs/00/cbs_0002 CBS20001005.1000.0965
chtb_2002 cbs/00/cbs_0003 CBS20001005.1000.1076
chtb_2003 cbs/00/cbs_0004 CBS20001006.1000.0874
chtb_2004 cbs/00/cbs_0005 CBS20001006.1000.1145
chtb_2005 cbs/00/cbs_0006 CBS20001007.1000.0694
chtb_2006 cbs/00/cbs_0007 CBS20001007.1000.0723
chtb_2007 cbs/00/cbs_0008 CBS20001007.1000.0899
chtb_2008 cbs/00/cbs_0009 CBS20001008.1000.0742
chtb_2009 cbs/00/cbs_0010 CBS20001009.1000.0952
chtb_2010 cbs/00/cbs_0011 CBS20001011.1000.0273
chtb_2011 cbs/00/cbs_0012 CBS20001012.1000.0464
chtb_2012 cbs/00/cbs_0013 CBS20001012.1000.0808
chtb_2013 cbs/00/cbs_0014 CBS20001013.1000.0333
chtb_2014 cbs/00/cbs_0015 CBS20001015.1000.0595
chtb_2015 cbs/00/cbs_0016 CBS20001016.0800.0593
chtb_2016 cbs/00/cbs_0017 CBS20001016.0800.0768
chtb_2017 cbs/00/cbs_0018 CBS20001017.1000.0537
chtb_2018 cbs/00/cbs_0019 CBS20001019.1000.0594
chtb_2019 cbs/00/cbs_0020 CBS20001020.1000.0716
chtb_2020 cbs/00/cbs_0021 CBS20001020.1000.1040
chtb_2021 cbs/00/cbs_0022 CBS20001021.1000.0183
chtb_2022 cbs/00/cbs_0023 CBS20001021.1000.0347
chtb_2023 cbs/00/cbs_0024 CBS20001021.1000.0734
chtb_2024 cbs/00/cbs_0025 CBS20001022.1000.0512
chtb_2025 cbs/00/cbs_0026 CBS20001022.1000.0589
chtb_2026 cbs/00/cbs_0027 CBS20001023.1000.0774
chtb_2027 cbs/00/cbs_0028 CBS20001023.1000.1067
chtb_2028 cbs/00/cbs_0029 CBS20001024.1000.0844
chtb_2029 cbs/00/cbs_0030 CBS20001024.1000.1071
chtb_2030 cbs/00/cbs_0031 CBS20001026.1000.0053
chtb_2031 cbs/00/cbs_0032 CBS20001026.1000.1031
chtb_2032 cbs/00/cbs_0033 CBS20001027.1000.0332
chtb_2033 cbs/00/cbs_0034 CBS20001027.1000.0430
chtb_2034 cbs/00/cbs_0035 CBS20001028.1000.0296
chtb_2035 cbs/00/cbs_0036 CBS20001029.1000.0657
chtb_2036 cbs/00/cbs_0037 CBS20001029.1000.0758
chtb_2037 cbs/00/cbs_0038 CBS20001030.1000.0617
chtb_2038 cbs/00/cbs_0039 CBS20001030.1000.0784
chtb_2039 cbs/00/cbs_0040 CBS20001030.1000.1095
chtb_2040 cbs/00/cbs_0041 CBS20001031.1000.0028
chtb_2041 cbs/00/cbs_0042 CBS20001031.1000.0669
chtb_2042 cbs/00/cbs_0043 CBS20001101.1000.0000
chtb_2043 cbs/00/cbs_0044 CBS20001101.1000.0556
chtb_2044 cbs/00/cbs_0045 CBS20001101.1000.0638
chtb_2045 cbs/00/cbs_0046 CBS20001101.1000.0713
chtb_2046 cbs/00/cbs_0047 CBS20001101.1000.0933
chtb_2047 cbs/00/cbs_0048 CBS20001102.1000.0031
chtb_2048 cbs/00/cbs_0049 CBS20001102.1000.0419
chtb_2049 cbs/00/cbs_0050 CBS20001102.1000.0558
chtb_2050 cbs/00/cbs_0051 CBS20001103.1000.1009
chtb_2051 cbs/00/cbs_0052 CBS20001105.1000.0098
chtb_2052 cbs/00/cbs_0053 CBS20001105.1000.0589
chtb_2053 cbs/00/cbs_0054 CBS20001105.1000.0711
chtb_2054 cbs/00/cbs_0055 CBS20001105.1000.0773
chtb_2055 cbs/00/cbs_0056 CBS20001106.1000.0036
chtb_2056 cbs/00/cbs_0057 CBS20001106.1000.1007
chtb_2057 cbs/00/cbs_0058 CBS20001107.0800.0323
chtb_2058 cbs/00/cbs_0059 CBS20001107.0800.0407
chtb_2059 cbs/00/cbs_0060 CBS20001108.1000.0968
chtb_2060 cbs/00/cbs_0061 CBS20001109.1000.0114
chtb_2061 cbs/00/cbs_0062 CBS20001109.1000.0221
chtb_2062 cbs/00/cbs_0063 CBS20001109.1000.0496
chtb_2063 cbs/00/cbs_0064 CBS20001109.1000.0606
chtb_2064 cbs/00/cbs_0065 CBS20001109.1000.1047
chtb_2065 cbs/00/cbs_0066 CBS20001110.1000.0115
chtb_2066 cbs/00/cbs_0067 CBS20001110.1000.0955
chtb_2067 cbs/00/cbs_0068 CBS20001111.1000.0484
chtb_2068 cbs/00/cbs_0069 CBS20001111.1000.0659
chtb_2069 cbs/00/cbs_0070 CBS20001111.1000.0799
chtb_2070 cbs/00/cbs_0071 CBS20001111.1000.0864
chtb_2071 cbs/00/cbs_0072 CBS20001111.1000.1024
chtb_2072 cbs/00/cbs_0073 CBS20001111.1000.1106
chtb_2073 cbs/00/cbs_0074 CBS20001112.1000.0238
chtb_2074 cbs/00/cbs_0075 CBS20001112.1000.0474
chtb_2075 cbs/00/cbs_0076 CBS20001112.1000.0520
chtb_2076 cbs/00/cbs_0077 CBS20001112.1000.0644
chtb_2077 cbs/00/cbs_0078 CBS20001112.1000.0688
chtb_2078 cbs/00/cbs_0079 CBS20001112.1000.0816
chtb_2079 cbs/00/cbs_0080 CBS20001113.1000.0772
chtb_2080 cbs/00/cbs_0081 CBS20001113.1000.0822
chtb_2081 cbs/00/cbs_0082 CBS20001113.1000.0928
chtb_2082 cbs/00/cbs_0083 CBS20001114.1000.0909
chtb_2083 cbs/00/cbs_0084 CBS20001114.1000.1092
chtb_2084 cbs/00/cbs_0085 CBS20001115.1000.0531
chtb_2085 cbs/00/cbs_0086 CBS20001116.1000.0518
chtb_2086 cbs/00/cbs_0087 CBS20001116.1000.0692
chtb_2087 cbs/00/cbs_0088 CBS20001117.1000.0244
chtb_2088 cbs/00/cbs_0089 CBS20001117.1000.0341
chtb_2089 cbs/00/cbs_0090 CBS20001117.1000.0487
chtb_2090 cbs/00/cbs_0091 CBS20001117.1000.1027
chtb_2091 cbs/00/cbs_0092 CBS20001118.1000.0489
chtb_2092 cbs/00/cbs_0093 CBS20001119.1000.0121
chtb_2093 cbs/00/cbs_0094 CBS20001119.1000.0866
chtb_2094 cbs/00/cbs_0095 CBS20001120.1000.0730
chtb_2095 cbs/00/cbs_0096 CBS20001120.1000.0823
chtb_2096 cbs/00/cbs_0097 CBS20001122.1000.0015
chtb_2097 cbs/00/cbs_0098 CBS20001122.1000.0631
chtb_2098 cbs/00/cbs_0099 CBS20001122.1000.1032
chtb_2099 cbs/01/cbs_0100 CBS20001123.1000.0706
chtb_2100 cbs/01/cbs_0101 CBS20001123.1000.0873
chtb_2101 cbs/01/cbs_0102 CBS20001123.1000.0962
chtb_2102 cbs/01/cbs_0103 CBS20001123.1000.1060
chtb_2103 cbs/01/cbs_0104 CBS20001124.0800.0078
chtb_2104 cbs/01/cbs_0105 CBS20001124.0800.0927
chtb_2105 cbs/01/cbs_0106 CBS20001125.1000.0264
chtb_2106 cbs/01/cbs_0107 CBS20001125.1000.0624
chtb_2107 cbs/01/cbs_0108 CBS20001126.1000.0174
chtb_2108 cbs/01/cbs_0109 CBS20001126.1000.0662
chtb_2109 cbs/01/cbs_0110 CBS20001126.1000.0700
chtb_2110 cbs/01/cbs_0111 CBS20001127.1000.0046
chtb_2111 cbs/01/cbs_0112 CBS20001129.1000.1072
chtb_2112 cbs/01/cbs_0113 CBS20001130.1000.1061
chtb_2113 cbs/01/cbs_0114 CBS20001201.1000.0576
chtb_2114 cbs/01/cbs_0115 CBS20001202.1000.0590
chtb_2115 cbs/01/cbs_0116 CBS20001203.1000.0378
chtb_2116 cbs/01/cbs_0117 CBS20001203.1000.0813
chtb_2117 cbs/01/cbs_0118 CBS20001203.1000.0882
chtb_2118 cbs/01/cbs_0119 CBS20001205.1000.0150
chtb_2119 cbs/01/cbs_0120 CBS20001205.1000.0660
chtb_2120 cbs/01/cbs_0121 CBS20001205.1000.0731
chtb_2121 cbs/01/cbs_0122 CBS20001206.1000.0289
chtb_2122 cbs/01/cbs_0123 CBS20001206.1000.1074
chtb_2123 cbs/01/cbs_0124 CBS20001207.1000.0835
chtb_2124 cbs/01/cbs_0125 CBS20001211.1000.0683
chtb_2125 cbs/01/cbs_0126 CBS20001211.1000.1050
chtb_2126 cbs/01/cbs_0127 CBS20001211.1000.1125
chtb_2127 cbs/01/cbs_0128 CBS20001212.1000.0797
chtb_2128 cbs/01/cbs_0129 CBS20001212.1000.0949
chtb_2129 cbs/01/cbs_0130 CBS20001213.1000.1048
chtb_2130 cbs/01/cbs_0131 CBS20001214.1000.0480
chtb_2131 cbs/01/cbs_0132 CBS20001214.1000.0550
chtb_2132 cbs/01/cbs_0133 CBS20001214.1000.0944
chtb_2133 cbs/01/cbs_0134 CBS20001214.1000.1127
chtb_2134 cbs/01/cbs_0135 CBS20001215.1000.0218
chtb_2135 cbs/01/cbs_0136 CBS20001215.1000.0593
chtb_2136 cbs/01/cbs_0137 CBS20001216.1000.0355
